name1,name2,Sd,Nd,S,N,pS,pN
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVBkl1_EF469661,323.5,169.5,435.4999999999991,1427.5000000000018,0.7428243398392668,0.11873905429071789
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVBkl2_EF469662,344.00000000000006,170.0,435.999999999999,1427.000000000002,0.7889908256880753,0.11913104414856325
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_AM600965,352.16666666666674,168.83333333333334,432.499999999999,1430.5000000000016,0.8142581888246649,0.11802400093207491
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_DQ153877,352.16666666666674,167.83333333333334,432.8333333333323,1430.1666666666683,0.8136311128224896,0.11735228994289697
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_DQ401140,345.16666666666674,165.83333333333334,432.8333333333323,1430.1666666666683,0.7974586060839451,0.1159538515324553
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_GU183381,350.16666666666674,166.83333333333334,433.16666666666566,1429.8333333333348,0.8083878414774934,0.11668026576524058
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_JQ654701,357.33333333333337,168.66666666666666,431.999999999999,1431.0000000000016,0.8271604938271625,0.11786629396692276
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_KF991107,348.5,169.5,432.16666666666566,1430.8333333333348,0.8064018511376803,0.11846243447874187
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_KJ922513,355.16666666666674,169.83333333333334,432.33333333333235,1430.6666666666683,0.8215111796453375,0.11870922646784703
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_KJ922514,354.16666666666674,167.83333333333334,432.33333333333235,1430.6666666666683,0.8191981495759465,0.11731127679403529
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_KJ922516,356.66666666666674,166.33333333333334,432.83333333333235,1430.166666666668,0.8240277242972681,0.11630346113506573
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_LY683283,359.1666666666667,167.83333333333334,432.16666666666566,1430.833333333335,0.8310836868492114,0.11729761211415246
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_MG589937,348.16666666666674,167.83333333333334,433.1666666666657,1429.833333333335,0.8037706810311678,0.11737964797761963
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_MW256715,345.66666666666674,169.33333333333334,432.33333333333235,1430.6666666666683,0.7995373939861238,0.11835973904939409
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_ON502378,342.50000000000006,168.50000000000003,432.49999999999903,1430.5000000000016,0.7919075144508689,0.1177909821740649
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVEur_OQ889171,350.00000000000006,168.0,431.83333333333235,1431.1666666666683,0.8104978772674662,0.11738674740887374
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_AB062063,349.00000000000006,182.00000000000003,435.16666666666566,1427.833333333335,0.8019915741095386,0.12746585735963567
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_AB062064,340.50000000000006,180.50000000000003,434.66666666666566,1428.3333333333348,0.7833588957055234,0.1263710618436405
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_AY169390,339.0,181.0,434.8333333333323,1428.1666666666683,0.7796090456113473,0.1267359085074103
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_AY182009,334.6666666666667,179.33333333333334,434.66666666666566,1428.3333333333348,0.7699386503067502,0.12555425904317374
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_DQ862460,337.33333333333337,181.66666666666669,435.1666666666658,1427.8333333333346,0.7751819226350074,0.1272324034084276
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_DQ989336,345.33333333333337,178.66666666666666,435.16666666666555,1427.8333333333348,0.7935656836461147,0.12513131784755444
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_EU816453,340.1666666666667,182.83333333333334,435.66666666666566,1427.3333333333348,0.7807957153787317,0.12809434843531048
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_EU816454,336.50000000000006,180.50000000000003,433.999999999999,1429.0000000000014,0.7753456221198176,0.12631210636808948
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_FJ402885,335.6666666666667,179.33333333333334,434.8333333333324,1428.166666666668,0.7719432732847852,0.12556891119150415
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_GU121642,335.6666666666667,177.33333333333334,434.6666666666657,1428.3333333333346,0.7722392638036827,0.12415402567094505
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_JF819648,336.6666666666667,180.33333333333334,433.6666666666656,1429.333333333335,0.7763259031514239,0.12616604477611926
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_JQ825147,339.1666666666667,181.83333333333334,435.33333333333235,1427.6666666666683,0.7790964777947951,0.1273639971982254
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_JQ825150,331.6666666666667,181.33333333333334,434.8333333333323,1428.1666666666683,0.762744346492911,0.12696930797059153
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_JQ825154,332.3333333333334,180.66666666666669,434.499999999999,1428.5000000000014,0.7648638281549694,0.12647299031618237
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_JX498940,337.00000000000006,180.00000000000003,434.3333333333323,1428.666666666668,0.7759017651573312,0.12599160055996256
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_JX968560,335.1666666666667,176.83333333333334,434.83333333333235,1428.1666666666683,0.7707934074358009,0.12381841521764486
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_KC422667,343.1666666666667,177.83333333333334,433.999999999999,1429.0000000000016,0.7907066052227362,0.12444599953347316
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_KF880803,348.1666666666667,176.83333333333334,435.1666666666656,1427.8333333333348,0.8000765990042149,0.12384732111590976
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_KF880804,338.83333333333337,179.16666666666669,434.16666666666566,1428.8333333333348,0.7804222648752418,0.12539367782573183
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_KP844724,340.1666666666667,179.83333333333334,434.83333333333235,1428.166666666668,0.7822920659256438,0.12591901038627598
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_KP844727,334.50000000000006,179.50000000000003,434.999999999999,1428.0000000000014,0.7689655172413813,0.1257002801120447
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_KT001073,337.6666666666667,175.33333333333334,435.6666666666656,1427.333333333335,0.7750573833205834,0.1228397944885566
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_KU761569,341.6666666666667,178.33333333333334,434.499999999999,1428.5000000000016,0.786344457230535,0.1248395753120988
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_KU761570,348.6666666666667,181.33333333333334,433.66666666666566,1429.3333333333346,0.8039969254419697,0.12686567164179094
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_MT246197,337.6666666666667,179.33333333333334,433.8333333333323,1429.166666666668,0.7783326930464868,0.1254810495626821
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_MT681749,339.1666666666667,178.83333333333334,435.3333333333323,1427.666666666668,0.7790964777947952,0.12526266635535827
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_ON408071,335.1666666666667,180.83333333333334,434.16666666666566,1428.8333333333348,0.7719769673704433,0.12656013064271537
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVFE_ON408073,338.83333333333337,179.16666666666669,434.4999999999989,1428.5000000000014,0.7798235519754527,0.12542293781355723
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVHim_MG599476,355.66666666666663,177.33333333333331,432.99999999999903,1430.0000000000014,0.8214010777521188,0.12400932400932388
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVOb_MF774565,349.3333333333333,174.66666666666666,433.8333333333324,1429.166666666668,0.805224740683828,0.1222157434402331
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_AF069066,330.83333333333337,180.16666666666669,432.66666666666583,1430.3333333333346,0.7646379044684145,0.12596131437893254
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_AF527415,343.83333333333337,176.16666666666666,434.3333333333324,1428.666666666668,0.7916346891788199,0.12330844610359297
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_DQ486861,352.1666666666667,178.83333333333334,434.3333333333324,1428.6666666666679,0.8108211818879527,0.12517498833411095
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_GU183382,350.5,175.5,432.9999999999992,1430.0000000000011,0.8094688221709022,0.12272727272727263
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_GU183384,351.6666666666667,184.33333333333334,433.9999999999991,1429.0000000000011,0.8102918586789571,0.12899463494285038
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_JN003207,328.5,179.5,434.66666666666583,1428.3333333333346,0.7557515337423327,0.12567094515752614
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_JN003208,333.0,176.0,434.4999999999991,1428.5000000000014,0.7663981588032237,0.12320616030801529
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_JQ429588,335.0,175.0,434.4999999999992,1428.5000000000014,0.7710011507479876,0.1225061253062652
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_KF823822,337.6666666666667,177.33333333333331,434.3333333333324,1428.666666666668,0.7774366845740616,0.12412505832944457
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_KJ626343,331.1666666666667,174.83333333333334,433.6666666666658,1429.3333333333348,0.7636433512682568,0.12231809701492526
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_KM019545,327.1666666666667,181.83333333333334,433.9999999999991,1429.0000000000016,0.7538402457757313,0.12724515978539758
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_KP345889,343.83333333333337,176.16666666666666,435.33333333333246,1427.666666666668,0.789816232771824,0.12339481671725414
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_KT224352,355.6666666666667,182.33333333333334,434.16666666666583,1428.8333333333346,0.8191938579654526,0.1276099381780006
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_LC017692,335.0,178.0,434.1666666666658,1428.8333333333346,0.771593090211134,0.12457716085384335
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_MF043955,344.5,176.5,433.1666666666658,1429.8333333333346,0.7953058868795707,0.12344096048490488
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_MH645616,343.50000000000006,175.5,433.33333333333246,1429.666666666668,0.7926923076923095,0.12275588715318243
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_MH645618,341.1666666666667,178.83333333333331,434.49999999999915,1428.5000000000014,0.7851937092443437,0.12518959281297384
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_MN114636,345.0,179.0,434.3333333333324,1428.6666666666683,0.7943207981580984,0.1252916472235183
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_MN115819,337.33333333333337,174.66666666666669,434.33333333333246,1428.666666666668,0.7766692248656962,0.12225851609892663
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_MN115820,343.0,174.0,434.4999999999992,1428.5000000000011,0.789413118527044,0.12180609030451513
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_MN542364,352.0,180.0,433.83333333333246,1429.1666666666677,0.8113714944295061,0.12594752186588912
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_TBEVSib_OR896869,353.1666666666667,174.83333333333334,432.99999999999915,1430.0000000000016,0.8156274056966915,0.12226107226107213
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_avianflavi_species_Kama_subtype_Kama_KF815940,327.49999999999994,390.50000000000006,432.66666666666606,1424.3333333333335,0.7569337442218808,0.2741633512754505
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_avianflavi_species_Meaban_subtype_Meaban_DQ235144,343.0,392.00000000000006,431.33333333333275,1428.6666666666672,0.795208655332304,0.27438170788614086
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_avianflavi_species_Saumarezreef_subtype_Saumarezreef_DQ235150,328.1666666666667,382.8333333333333,433.33333333333303,1426.6666666666663,0.7573076923076929,0.2683411214953272
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_avianflavi_species_Tyl_subtype_Tyl1_KF815939,363.8333333333333,380.1666666666667,434.8333333333327,1425.1666666666667,0.8367190494442327,0.26675242661676996
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_avianflavi_species_Tyl_subtype_Tyl2_DQ235148,364.49999999999994,379.50000000000006,433.33333333333263,1426.6666666666674,0.8411538461538474,0.26600467289719615
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_unknownflavi_species_Kadam_subtype_Kadam_DQ235146,318.5,351.49999999999994,425.83333333333263,1437.1666666666679,0.7479452054794533,0.24457845297460257
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_AY323490,genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_MG720085,53.0,2.0,434.6666666666654,1428.3333333333362,0.12193251533742368,0.001400233372228702
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_AY323490,genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_MG720086,33.0,5.0,433.833333333332,1429.1666666666695,0.07606607760276628,0.003498542274052471
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_AY323490,genus_mammalflavi_species_TBEV_subtype_GGEV+TSEV_DQ235153,354.50000000000006,165.5,434.66666666666555,1428.3333333333353,0.8155674846625789,0.11586931155192516
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_AY323490,genus_mammalflavi_species_TBEV_subtype_GGEV+TSEV_DQ235151,362.1666666666667,164.83333333333331,435.83333333333223,1427.1666666666686,0.8309751434034438,0.11549690529020186
